"","lrscale","trstep","trstun","stfdem","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","imsmetn","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","atcherp","rlgdgr","ipeqopt","ipudrst","ipstrgv","impenv","imptrad","gndr","prtclcgb","agea"
"1711",3,4,4,4,4,3,1,5,1,4,1,NA,2,4,5,5,4,4,2,1,2,1,2,2,3,54
"1712",4,1,4,2,5,3,1,4,4,1,3,3,3,3,2,3,1,2,1,1,2,2,2,1,NA,72
"1713",3,3,3,3,5,2,2,4,2,3,2,2,3,3,2,3,3,4,1,1,1,1,1,1,3,38
"1714",3,1,1,3,5,1,1,5,5,1,4,4,4,1,1,1,1,2,1,1,1,1,1,2,2,54
"1715",5,1,2,2,3,4,5,1,5,1,2,4,4,2,1,2,1,3,3,3,1,2,1,1,7,75
"1716",3,3,3,3,5,2,5,4,4,5,3,2,2,2,3,5,3,5,1,1,1,2,1,1,2,42
"1717",2,3,2,3,3,1,1,4,3,5,2,2,2,4,4,4,5,4,1,1,1,2,2,2,2,60
"1718",3,1,2,4,2,2,2,5,2,1,3,3,3,3,3,2,1,1,2,1,1,1,2,2,NA,62
"1719",2,4,4,2,3,1,1,5,1,3,1,1,1,5,5,5,4,1,1,1,2,1,3,2,2,39
"1720",4,1,4,4,3,4,1,5,3,1,2,1,3,4,3,3,1,2,3,1,2,1,2,1,1,50
"1721",NA,2,2,NA,4,1,1,5,1,3,3,3,3,2,NA,2,2,1,1,1,1,1,1,2,NA,63
"1722",4,3,3,4,5,2,1,4,1,3,3,2,3,4,4,3,3,2,3,2,2,1,3,2,1,77
"1723",4,2,3,3,3,3,2,4,5,1,3,3,3,3,3,3,4,2,2,2,1,2,3,1,1,70
"1724",4,1,5,4,5,3,1,5,3,2,2,2,2,5,5,1,1,1,2,1,1,1,2,1,1,50
"1725",NA,NA,NA,4,5,2,2,5,2,NA,3,2,2,2,3,3,5,5,1,1,1,1,1,2,NA,73
"1726",2,4,3,3,3,1,1,5,2,4,2,2,2,5,4,4,4,4,1,1,2,1,1,1,12,46
"1727",3,3,3,4,3,1,1,5,1,3,2,2,2,4,4,4,4,4,1,1,1,1,1,2,12,60
"1728",1,4,4,3,3,1,1,5,1,4,2,2,2,5,5,4,4,3,1,1,1,1,1,2,2,26
"1729",3,3,5,2,5,1,3,5,3,3,3,3,3,4,2,2,4,4,1,1,1,1,2,2,2,38
"1730",4,1,3,3,3,2,1,4,1,1,3,3,4,3,3,3,1,3,2,1,1,1,2,1,1,35
"1731",3,1,1,1,4,1,3,4,5,3,4,4,4,2,2,2,3,3,2,3,3,3,2,1,NA,59
"1732",3,1,2,2,1,3,2,4,2,2,2,3,NA,2,3,2,1,NA,2,1,1,1,1,2,NA,69
"1733",3,2,3,3,3,3,5,2,5,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,75
"1734",3,3,3,2,3,3,2,3,3,3,3,3,4,3,4,3,4,2,1,2,1,1,2,1,NA,55
"1735",1,3,5,2,2,3,1,5,4,3,2,2,3,2,3,4,3,2,NA,NA,NA,NA,NA,2,2,75
"1736",3,2,3,3,3,2,1,4,2,3,1,2,4,5,3,3,3,3,NA,NA,NA,NA,NA,1,NA,84
"1737",3,3,2,3,4,3,3,4,3,2,2,2,2,3,3,3,3,3,2,2,1,1,1,1,1,82
"1738",3,3,3,4,3,3,2,4,2,2,3,2,2,3,3,3,3,3,2,1,2,2,2,1,2,21
"1739",3,3,3,4,3,2,2,4,2,3,1,1,1,3,4,4,4,3,1,1,1,1,1,2,NA,47
"1740",4,1,5,2,5,5,2,5,2,3,2,2,2,5,5,5,5,5,1,1,1,1,1,2,1,88
"1741",2,2,2,2,3,3,3,3,3,2,2,2,2,1,1,1,1,3,1,2,3,2,2,1,2,36
"1742",NA,NA,NA,4,4,2,NA,3,2,NA,2,2,NA,NA,3,3,2,1,NA,NA,NA,NA,NA,2,NA,65
"1743",2,3,4,2,3,1,1,5,1,2,1,1,NA,4,5,4,3,1,1,1,3,1,3,1,2,28
"1744",4,1,3,3,3,4,1,5,5,1,2,3,4,3,2,3,1,1,1,1,3,2,1,1,1,76
"1745",3,3,3,3,4,2,2,4,2,3,2,2,2,3,3,3,3,3,1,1,1,3,2,2,2,77
"1746",2,1,1,2,2,3,3,3,3,1,4,4,4,1,1,1,1,1,2,2,1,1,3,1,2,56
"1747",4,NA,3,3,2,2,2,4,2,2,2,1,1,3,4,4,3,1,1,1,1,2,2,1,NA,51
"1748",3,1,1,1,2,2,2,5,2,3,4,3,3,2,1,1,2,1,1,1,1,1,1,2,NA,50
"1749",4,3,4,4,3,3,2,3,2,3,2,2,2,4,3,4,3,3,1,2,1,1,2,1,1,50
"1750",3,1,4,2,3,2,1,5,2,2,3,3,3,2,3,2,3,1,1,1,1,1,3,1,NA,47
"1751",4,3,4,4,3,3,2,4,2,2,2,2,3,3,4,3,2,2,1,1,1,1,1,1,1,72
"1752",3,1,3,4,2,2,2,4,2,1,2,2,2,5,5,5,1,3,1,1,1,1,1,1,1,71
"1753",3,1,1,3,4,3,2,4,2,NA,1,1,1,2,NA,3,5,2,2,2,2,2,3,2,2,55
"1754",1,1,1,1,3,5,2,5,2,1,2,2,2,3,3,3,3,1,1,2,2,1,2,1,NA,36
"1755",3,3,3,3,4,3,1,5,2,5,2,1,2,4,4,4,3,1,1,1,1,1,3,1,1,24
"1756",2,1,NA,3,3,3,3,3,3,3,2,2,2,3,3,3,1,1,2,3,2,2,3,1,2,78
"1757",3,3,3,3,3,3,1,5,3,3,2,2,2,3,3,3,3,1,1,2,1,2,3,1,NA,26
"1758",3,1,4,3,4,2,2,5,2,2,3,3,3,3,1,3,1,2,2,2,1,2,1,2,NA,57
"1759",NA,1,4,2,2,1,1,5,1,3,3,3,3,1,3,2,3,3,1,1,1,2,1,2,2,30
"1760",2,3,3,5,4,1,1,5,2,4,1,1,1,4,4,4,5,1,1,1,2,1,2,2,2,68
"1761",3,2,2,2,1,2,2,4,3,3,3,3,3,2,2,2,3,2,2,2,1,2,2,2,NA,67
"1762",1,5,5,5,4,1,2,2,2,5,1,1,2,5,5,5,5,5,1,1,1,1,1,1,NA,52
"1763",2,NA,4,4,3,2,1,5,1,4,2,2,2,3,3,4,3,1,1,1,3,1,1,2,NA,41
"1764",3,1,3,3,4,2,4,4,4,3,1,2,2,4,3,5,3,5,1,3,1,1,1,1,11,53
"1765",2,2,3,4,5,2,2,4,4,4,2,4,2,3,2,3,3,3,1,1,1,1,1,2,NA,29
"1766",3,3,4,2,2,1,1,5,1,4,2,2,2,3,2,3,3,2,1,2,1,1,3,1,2,49
"1767",3,1,2,3,4,3,1,5,2,2,2,2,2,4,4,3,4,2,1,1,1,1,1,1,NA,81
"1768",NA,1,1,2,3,4,1,5,2,1,2,2,2,1,1,2,3,1,1,1,1,1,2,1,8,66
"1769",2,3,4,3,4,3,1,4,1,4,3,3,3,4,4,4,3,1,1,1,1,1,3,1,3,41
"1770",2,4,4,4,5,1,1,5,2,3,2,2,2,5,5,4,4,1,1,1,2,1,2,1,2,71
"1771",4,1,3,4,3,1,1,5,4,3,2,2,2,3,3,2,1,4,1,1,1,1,1,2,1,74
"1772",3,1,1,3,3,2,1,5,1,3,2,2,3,3,4,3,3,3,1,1,1,1,1,2,NA,36
"1773",3,1,3,4,4,2,2,3,4,1,2,2,2,4,3,3,2,1,1,1,1,2,2,2,1,83
"1774",3,3,3,4,3,3,1,5,1,3,2,2,2,4,4,4,4,1,1,1,1,1,3,1,1,35
"1775",3,3,3,3,4,2,2,3,4,3,NA,NA,NA,4,4,NA,4,4,1,1,2,1,2,2,NA,65
"1776",2,4,4,4,3,2,1,5,1,3,2,2,2,2,3,3,4,1,1,1,3,3,3,1,NA,33
"1777",2,3,4,3,4,1,1,5,5,3,1,3,3,2,1,3,3,1,2,1,1,1,1,1,6,70
"1778",3,NA,3,4,3,3,1,5,1,4,1,1,1,5,5,5,4,3,2,1,3,1,2,2,2,58
"1779",3,1,1,1,3,2,2,4,3,2,4,4,4,4,3,2,1,3,2,1,1,1,1,1,NA,54
"1780",3,2,4,2,3,2,1,5,3,2,2,2,2,3,3,3,3,2,1,1,1,1,2,1,NA,57
"1781",4,1,1,4,1,4,2,4,2,1,2,2,3,3,1,3,1,2,1,1,1,1,1,2,1,54
"1782",3,1,1,3,3,3,4,4,2,3,1,1,1,3,3,3,1,2,2,1,2,2,2,2,NA,48
"1783",3,1,3,2,3,2,3,4,4,2,2,3,4,1,1,1,1,1,2,1,2,2,1,2,7,82
"1784",4,3,2,NA,5,1,2,4,2,3,1,2,3,1,3,3,3,3,1,1,1,1,3,1,NA,16
"1785",3,3,3,3,2,2,3,4,2,3,4,4,4,1,2,1,3,1,1,1,1,1,2,1,NA,53
"1786",4,3,3,2,4,2,1,1,2,3,3,3,4,2,3,3,5,4,2,1,1,1,1,2,NA,72
"1787",3,3,4,4,3,2,2,4,2,2,2,2,2,3,3,3,3,3,2,1,1,1,1,1,1,58
"1788",3,2,3,4,4,2,1,5,1,3,1,1,3,4,5,4,4,1,1,1,2,1,3,2,NA,24
"1789",3,2,4,3,4,1,1,5,2,1,2,3,3,1,1,1,2,3,2,1,1,1,3,2,1,41
"1790",3,3,3,3,4,4,2,5,2,2,3,3,3,3,3,3,3,3,1,1,1,1,1,2,1,40
"1791",3,4,5,5,4,1,2,3,3,3,2,2,2,5,5,5,2,5,1,1,1,2,1,2,2,43
"1792",4,3,3,4,5,1,3,3,5,3,2,2,4,3,3,3,3,4,1,2,1,1,3,2,NA,85
"1793",NA,1,4,5,4,4,2,4,3,5,2,2,2,3,3,3,1,3,1,1,1,1,1,2,1,84
"1794",NA,1,1,NA,5,2,1,5,1,NA,2,2,2,3,3,2,3,1,1,1,1,1,3,2,NA,49
"1795",3,3,3,3,3,3,1,5,2,2,2,2,2,3,4,4,3,4,1,1,1,1,1,2,NA,38
"1796",NA,2,NA,5,5,5,2,3,2,3,4,4,4,4,2,1,4,3,1,3,1,1,1,2,1,78
"1797",3,3,4,3,3,4,2,4,2,2,3,3,2,3,3,3,2,2,1,2,1,1,1,1,2,69
"1798",3,3,4,3,3,2,2,5,2,3,2,2,2,3,3,3,3,3,1,1,1,1,1,2,NA,37
"1799",5,4,3,3,4,2,2,2,2,4,1,1,3,5,4,3,3,5,1,1,1,1,1,1,NA,30
"1800",3,3,4,2,3,2,2,2,2,3,2,2,2,4,4,3,3,1,2,2,2,2,3,2,1,35
"1801",1,4,3,4,3,1,1,4,1,4,2,2,2,3,3,3,5,3,1,1,1,1,1,2,2,34
"1802",4,4,4,3,4,2,2,4,2,3,1,2,2,5,4,4,5,1,1,1,1,1,2,2,NA,55
"1803",1,2,3,1,2,2,2,4,1,2,3,3,4,1,1,1,1,2,1,1,1,1,1,2,NA,54
"1804",3,2,3,2,3,2,2,5,2,3,1,2,2,3,3,3,3,2,1,1,1,1,2,1,2,39
"1805",5,1,1,2,4,2,1,5,1,3,4,4,4,1,4,2,1,1,1,1,1,2,3,2,NA,22
"1806",4,3,3,4,4,3,4,2,4,3,2,2,2,3,3,3,4,5,1,2,1,1,2,2,1,27
"1807",3,2,3,2,2,4,2,5,3,5,1,1,1,5,5,5,4,3,1,1,1,1,1,1,NA,61
"1808",3,2,3,3,3,3,2,4,3,3,2,3,3,3,3,3,2,3,1,1,1,1,1,2,NA,66
"1809",5,NA,4,NA,2,2,1,5,2,NA,3,3,4,NA,1,1,1,1,1,1,1,1,2,2,NA,77
"1810",3,3,4,3,3,2,2,4,3,3,2,2,2,4,4,3,3,2,2,2,1,1,1,1,NA,43
"1811",3,2,2,NA,3,1,1,5,1,3,1,1,1,3,3,3,1,1,1,2,1,2,3,2,NA,27
"1812",3,3,4,5,3,2,2,4,2,3,2,2,4,2,2,3,3,3,2,2,1,1,1,1,NA,58
"1813",3,2,1,4,3,3,4,3,2,2,2,3,4,3,2,2,2,2,1,1,1,3,1,1,NA,23
"1814",3,1,2,3,3,2,4,3,4,1,2,2,4,1,1,1,1,1,1,3,1,1,1,1,7,77
"1815",2,1,2,3,1,1,1,5,1,4,1,1,1,4,5,5,2,5,1,1,2,1,3,2,2,62
"1816",3,1,1,1,3,2,1,4,5,1,2,4,4,1,1,1,1,1,2,1,1,1,1,1,7,80
"1817",3,3,NA,4,3,2,1,5,1,4,1,1,1,5,5,5,3,1,1,1,2,1,1,1,2,25
"1818",4,2,3,3,4,3,2,4,4,2,2,2,2,3,3,3,5,3,2,2,1,1,1,1,NA,59
"1819",3,2,2,2,3,5,5,2,5,2,4,4,4,2,2,2,2,3,2,3,2,2,3,2,NA,79
"1820",3,1,1,3,4,2,NA,NA,NA,2,2,2,2,3,3,2,2,4,1,2,1,2,3,2,NA,85
"1821",NA,NA,NA,5,4,4,3,4,3,NA,1,2,2,5,5,5,4,5,1,1,1,1,1,2,NA,50
"1822",3,1,3,3,4,2,2,4,4,3,2,3,2,2,3,2,3,4,1,1,1,1,1,2,1,71
"1823",2,2,2,4,3,1,1,4,1,3,1,1,2,4,4,4,2,1,2,2,1,1,2,1,2,21
"1824",3,1,1,2,3,2,2,5,3,3,3,3,3,3,3,3,1,3,3,2,2,1,1,2,7,69
"1825",3,1,3,3,2,4,2,3,3,2,NA,3,4,3,3,2,1,1,1,2,2,2,3,1,NA,73
"1826",3,2,2,3,4,3,1,5,1,1,3,3,3,2,2,2,1,1,1,1,1,1,3,2,NA,47
"1827",2,2,2,2,4,2,2,4,3,3,2,2,2,3,3,3,2,1,2,2,2,2,2,2,2,78
"1828",3,3,4,3,5,1,2,4,2,3,2,2,2,3,3,3,3,5,1,1,1,1,1,2,2,70
"1829",3,3,2,3,3,1,2,4,4,2,3,3,3,4,3,3,3,3,1,1,1,1,2,1,2,73
"1830",3,3,4,3,4,2,2,4,3,3,2,2,2,4,4,4,3,3,1,2,1,1,1,2,NA,71
"1831",3,3,2,2,2,2,2,4,2,3,2,2,3,3,3,3,3,1,1,1,1,1,1,2,NA,28
"1832",3,3,3,4,4,2,2,3,2,3,1,1,1,5,4,4,5,4,2,2,2,2,2,2,NA,28
"1833",3,3,3,3,3,3,3,2,NA,1,NA,NA,NA,3,3,NA,3,4,1,1,2,1,1,1,NA,44
"1834",3,3,3,3,3,4,1,5,1,4,2,2,2,4,5,5,3,3,1,1,2,1,2,1,2,32
"1835",4,2,4,4,4,5,2,1,5,2,2,2,3,4,5,3,3,4,1,1,1,2,1,1,1,74
"1836",4,2,3,4,2,2,2,2,4,3,2,2,2,4,4,4,3,2,1,1,1,1,1,1,1,76
"1837",NA,1,2,2,5,2,1,4,2,NA,3,3,4,1,3,2,3,2,1,1,1,1,3,2,NA,81
"1838",3,NA,NA,NA,5,NA,2,4,3,NA,NA,2,2,1,3,3,1,1,1,1,3,1,3,2,2,83
"1839",NA,2,3,4,4,1,1,5,1,3,3,3,3,3,2,2,2,5,1,1,1,1,1,2,NA,60
"1840",1,1,3,3,2,2,2,4,2,3,2,2,2,2,2,3,1,3,1,1,1,1,1,2,NA,49
"1841",3,3,3,4,3,2,1,4,2,3,1,1,1,3,3,3,3,3,3,1,2,1,3,1,NA,23
"1842",3,2,2,1,2,1,1,5,1,2,3,3,2,2,2,3,4,2,1,1,1,2,1,1,NA,49
"1843",4,1,4,1,4,4,3,4,4,1,2,2,2,1,2,3,1,3,2,1,1,1,1,1,NA,55
"1844",3,3,3,3,4,2,2,2,2,3,2,2,3,4,4,4,3,4,1,1,1,2,1,2,NA,90
"1845",4,1,1,4,1,4,2,4,3,2,3,3,3,3,3,3,1,1,2,2,1,1,3,2,1,47
"1846",3,3,3,3,2,2,2,5,2,3,2,2,2,2,2,2,1,5,1,3,1,1,1,2,2,50
"1847",4,4,5,4,4,4,1,4,2,3,2,2,2,4,5,4,4,4,2,1,3,1,1,2,NA,76
"1848",3,1,3,2,3,4,2,4,5,2,2,2,4,3,3,2,1,3,3,1,1,3,1,1,1,80
"1849",3,1,NA,4,3,2,1,5,4,1,2,2,3,3,5,3,2,1,1,1,1,1,2,2,2,56
"1850",5,1,4,3,3,3,3,2,4,1,2,2,2,2,2,2,1,1,3,1,1,3,1,1,1,71
"1851",3,2,2,2,4,3,4,1,5,3,3,2,4,3,3,2,3,3,1,2,2,2,2,2,1,80
"1852",2,3,3,1,4,1,1,5,1,2,2,2,2,5,4,4,4,1,2,1,3,1,2,2,6,60
"1853",4,NA,3,4,3,4,2,5,3,4,2,3,3,3,4,4,2,3,1,1,1,2,2,1,NA,46
"1854",3,2,3,2,3,2,2,5,2,3,2,2,2,2,3,3,2,2,2,1,1,2,2,2,NA,41
"1855",NA,3,3,3,4,2,2,4,2,3,2,2,2,5,4,4,4,2,1,1,1,1,1,2,NA,35
"1856",3,1,2,4,4,2,2,5,4,3,3,3,4,3,3,3,3,2,1,1,2,2,1,2,NA,64
"1857",3,3,4,1,3,1,1,5,1,5,3,3,2,3,3,3,1,4,1,1,1,2,1,2,NA,51
"1858",4,3,4,4,4,2,1,5,1,3,2,2,2,3,4,3,3,1,1,1,1,1,3,2,NA,26
"1859",4,2,3,3,3,2,1,5,2,2,2,2,2,3,3,3,3,3,1,1,1,1,1,2,1,55
"1860",3,1,3,2,2,1,2,5,2,2,1,1,2,3,2,3,2,3,1,1,2,1,1,2,1,52
"1861",4,1,4,3,5,3,2,4,2,1,2,2,3,3,3,5,1,2,1,2,1,1,1,1,1,73
"1862",4,1,1,2,2,4,2,3,5,1,2,3,3,3,2,2,1,1,2,3,1,1,3,1,7,72
"1863",3,1,2,4,3,3,2,NA,5,1,3,3,3,4,4,5,1,5,1,1,1,3,2,2,NA,30
"1864",3,4,4,3,4,2,1,5,1,4,2,2,2,4,4,4,4,2,2,2,1,3,1,2,NA,28
"1865",3,3,3,4,3,4,3,4,5,2,2,2,2,3,4,4,3,5,1,1,1,1,1,1,1,33
"1866",2,3,3,4,4,2,1,3,3,2,2,2,2,4,4,3,3,4,1,2,1,3,2,1,2,43
"1867",4,4,4,3,4,2,1,5,2,3,1,1,1,4,4,4,4,2,3,2,2,2,1,2,1,NA
"1868",3,3,2,3,2,2,1,5,1,3,1,1,1,4,5,4,4,1,1,1,2,1,2,1,NA,27
"1869",5,3,2,3,3,1,1,4,4,5,2,2,2,3,3,3,2,1,2,1,1,2,2,1,1,73
"1870",2,2,2,3,5,2,2,4,2,2,3,3,2,3,2,3,3,1,1,1,1,1,3,2,NA,62
"1871",2,2,3,2,3,2,2,4,2,2,3,3,3,2,3,2,3,2,1,1,1,1,1,1,NA,38
"1872",4,3,4,4,2,1,1,5,2,4,2,2,2,4,5,4,5,1,1,1,1,1,1,1,1,39
"1873",NA,1,4,3,4,4,1,4,3,1,2,2,2,3,2,3,1,1,2,1,1,1,2,2,1,55
"1874",3,3,3,4,4,2,2,4,5,3,2,2,2,4,4,4,3,3,1,1,1,1,1,1,NA,80
"1875",2,3,3,3,2,3,1,5,1,3,2,2,2,4,4,4,3,2,1,1,2,1,3,2,2,48
"1876",1,2,3,4,3,3,1,5,2,NA,2,2,2,4,3,3,3,3,1,2,2,1,3,2,2,46
"1877",3,2,2,NA,1,3,2,4,2,3,1,4,4,1,1,1,2,1,3,3,1,3,1,2,NA,55
"1878",2,2,2,2,2,2,2,2,2,2,4,4,4,1,2,2,2,2,1,2,2,2,2,2,NA,26
"1879",4,1,3,3,3,5,2,4,4,2,2,2,3,3,2,2,1,4,3,2,1,1,1,2,1,74
"1880",3,4,5,4,4,4,1,5,1,3,1,2,2,4,5,5,3,1,3,1,1,1,2,1,1,46
"1881",3,3,3,2,2,1,1,5,1,4,3,3,1,3,5,3,4,2,1,1,1,2,3,1,NA,28
"1882",3,3,3,5,1,2,1,4,4,NA,1,2,1,5,5,4,3,1,1,1,1,1,2,2,NA,23
"1883",3,3,4,3,3,1,1,5,1,3,2,2,2,4,5,5,4,2,1,2,2,1,1,1,NA,57
"1884",3,3,5,5,3,2,2,5,5,2,3,3,3,5,3,5,1,5,1,1,1,1,1,1,10,63
"1885",3,1,2,3,3,2,2,5,2,3,3,3,3,3,4,3,4,2,1,2,1,1,2,2,NA,63
"1886",3,3,4,2,4,2,4,2,5,4,2,4,3,2,4,4,4,4,1,1,1,1,1,1,NA,28
"1887",3,1,4,3,3,1,1,4,1,1,3,3,3,3,3,3,3,3,1,1,1,1,3,1,NA,21
"1888",3,2,3,4,3,2,2,5,1,3,1,1,1,4,4,4,4,1,1,2,2,1,2,2,1,65
"1889",3,3,4,4,4,1,1,4,2,3,1,1,2,5,5,4,2,3,1,1,1,1,1,2,1,59
"1890",3,3,3,2,3,3,1,4,2,3,2,2,2,3,4,4,4,2,2,2,2,2,2,2,3,47
"1891",3,4,4,2,4,4,1,5,2,4,1,1,2,4,5,3,4,3,2,1,2,1,1,2,NA,32
"1892",4,3,3,2,3,2,1,5,2,3,2,2,2,3,4,3,3,2,1,1,1,1,2,1,2,31
"1893",2,3,4,3,3,3,1,5,1,4,2,2,2,4,4,4,3,1,2,1,2,1,3,2,3,67
"1894",3,1,1,1,3,2,2,4,2,3,2,2,2,4,4,4,2,1,1,1,2,2,2,1,4,31
"1895",2,2,2,2,3,2,2,4,4,4,1,1,1,4,5,4,3,2,2,2,2,1,2,1,6,72
"1896",3,4,3,3,5,2,2,3,3,2,3,3,3,4,4,4,5,3,2,2,1,1,1,1,NA,50
"1897",3,2,3,3,2,2,1,5,1,3,2,2,3,3,2,4,3,3,1,1,2,1,1,2,NA,22
"1898",3,4,4,3,3,2,2,2,4,3,1,1,1,5,4,4,5,3,1,1,1,1,2,2,NA,39
"1899",3,5,5,4,3,4,1,5,2,5,1,1,1,4,4,4,4,3,1,1,3,1,3,1,NA,NA
"1900",3,1,3,2,4,2,2,4,4,1,2,3,4,3,2,1,2,2,2,1,1,1,1,1,NA,84
"1901",3,2,3,5,3,2,1,5,4,2,2,3,3,3,2,2,2,3,1,1,1,1,1,2,3,72
"1902",4,4,4,4,4,3,1,5,3,3,2,2,3,3,2,3,4,4,1,1,1,2,1,1,1,89
"1903",2,2,3,2,3,2,2,4,2,3,3,3,3,3,2,2,3,3,1,2,1,1,1,2,NA,66
"1904",4,1,1,3,2,2,2,4,2,3,4,4,4,1,1,1,1,2,1,2,2,1,1,1,NA,28
"1905",NA,2,2,4,3,1,1,5,1,NA,3,3,3,4,5,4,5,1,1,1,1,1,1,2,2,30
"1906",3,4,4,3,3,2,2,4,1,3,2,2,2,4,5,5,4,1,1,1,1,1,2,2,2,52
"1907",4,3,4,4,4,3,2,4,2,3,2,2,2,3,3,3,3,3,2,2,1,1,2,2,1,65
"1908",3,2,2,3,3,4,1,5,2,3,1,1,2,4,5,5,5,2,1,1,1,2,2,2,NA,62
"1909",3,3,3,4,3,2,2,5,3,3,2,2,2,3,3,3,4,3,1,1,1,1,1,2,1,61
"1910",3,3,4,4,3,3,2,4,3,3,3,3,3,3,3,3,4,4,2,1,1,1,2,2,NA,37
"1911",2,2,1,5,3,3,2,4,4,4,2,2,2,2,2,2,2,5,1,1,2,1,1,2,NA,57
"1912",3,1,3,3,4,1,1,4,1,3,1,1,1,4,3,4,3,3,1,1,1,1,1,1,3,21
"1913",3,2,4,2,2,2,3,4,4,3,2,2,2,3,4,3,3,4,1,1,1,1,1,2,NA,90
"1914",3,1,2,3,4,2,1,5,2,4,1,1,1,4,5,4,1,1,1,1,1,1,3,2,2,51
"1915",NA,2,NA,3,4,3,1,5,1,2,1,1,1,3,4,5,3,2,1,1,3,1,3,1,NA,16
"1916",2,4,4,4,4,1,1,5,3,4,1,1,1,4,4,4,4,3,1,2,1,1,2,1,3,72
"1917",4,3,5,4,4,4,1,5,1,3,2,2,3,3,3,3,3,5,2,2,2,1,1,2,1,76
"1918",3,2,NA,2,1,2,4,3,4,2,2,2,2,3,1,1,4,5,1,1,1,1,1,2,1,64
"1919",2,3,3,3,4,4,1,5,1,3,1,1,1,4,4,4,3,1,1,1,2,1,2,2,NA,31
"1920",NA,4,4,3,4,2,2,4,2,NA,2,2,2,4,3,4,1,1,1,1,1,1,3,2,NA,26
"1921",NA,3,3,NA,2,2,2,4,3,1,NA,NA,NA,3,1,1,3,3,1,1,3,1,1,1,NA,57
"1922",4,3,3,4,3,2,2,2,2,2,3,3,3,3,3,3,3,2,1,1,1,1,3,1,10,39
"1923",NA,3,3,3,4,2,2,4,2,4,1,1,1,4,4,4,3,3,2,1,1,2,1,2,NA,31
"1924",4,1,2,4,1,3,2,4,4,1,2,3,3,3,3,2,3,2,3,1,2,2,3,1,1,90
"1925",2,4,2,3,4,4,2,5,3,1,2,2,2,3,3,3,3,2,2,2,2,2,2,1,5,51
"1926",3,2,3,3,5,1,1,5,1,4,2,2,2,3,3,3,3,4,1,2,1,1,1,1,NA,48
"1927",2,3,3,4,3,NA,2,4,3,5,1,1,2,3,3,4,3,1,1,1,1,1,1,1,NA,36
"1928",1,NA,5,NA,4,1,2,5,1,NA,1,1,1,3,5,3,3,5,3,1,1,1,1,2,2,NA
"1929",2,1,3,3,4,2,2,5,1,3,2,2,2,4,5,4,5,3,1,2,2,1,2,2,NA,38
"1930",3,NA,NA,5,4,4,1,5,2,NA,1,1,1,4,3,5,1,1,1,1,1,1,3,1,1,48
"1931",4,1,3,2,3,2,3,3,3,1,3,3,3,2,2,2,1,1,3,NA,1,1,2,1,1,60
"1932",4,2,4,4,4,3,2,3,3,3,2,2,3,3,3,4,2,3,2,2,2,1,2,2,NA,86
"1933",3,3,4,3,4,3,1,5,3,3,2,2,2,3,3,3,2,1,1,2,2,2,3,2,2,47
"1934",4,2,2,3,3,2,2,4,2,4,2,2,2,4,4,4,4,4,1,1,1,1,1,2,NA,30
"1935",5,1,3,4,5,3,2,4,4,3,4,4,4,3,3,3,4,2,1,2,2,2,2,1,1,71
"1936",3,3,4,3,3,3,2,4,2,3,1,1,1,4,3,3,2,3,2,1,1,2,1,1,NA,18
"1937",3,1,1,2,2,1,4,2,5,1,2,2,2,2,2,2,1,3,1,2,2,1,1,1,NA,83
"1938",3,2,4,5,4,2,1,5,1,2,2,2,2,3,5,4,2,3,2,1,1,1,3,2,1,47
"1939",3,2,3,3,3,2,1,5,1,3,3,3,3,3,3,3,3,1,1,1,2,2,2,2,NA,47
"1940",3,3,4,2,4,2,4,2,5,2,3,4,4,2,2,2,1,4,1,1,1,2,1,1,2,80
"1941",3,3,4,4,5,3,1,5,2,3,2,2,2,3,2,3,4,2,1,1,1,1,1,1,6,24
"1942",3,1,3,1,3,4,1,3,2,1,1,2,2,3,1,1,1,1,1,1,3,2,2,1,NA,32
"1943",2,3,4,2,2,1,1,5,1,3,1,1,1,3,4,3,3,1,1,1,3,1,3,2,6,31
"1944",4,1,3,1,3,3,3,5,3,1,2,2,2,3,1,1,1,2,1,3,1,2,1,2,1,44
"1945",1,1,1,1,1,1,1,5,1,3,3,3,4,2,1,1,2,2,1,2,1,2,1,2,2,60
"1946",3,NA,NA,NA,3,2,2,4,2,NA,1,1,1,3,NA,4,2,5,1,1,1,1,1,2,NA,90
"1947",3,1,3,4,1,2,1,5,1,1,3,3,4,1,1,1,5,1,1,2,1,1,1,1,NA,66
"1948",3,3,3,2,2,1,1,5,2,3,2,2,2,3,4,3,3,4,1,1,3,1,1,1,1,54
"1949",3,4,4,4,4,4,1,5,1,3,2,2,2,3,3,3,4,3,1,1,1,1,1,2,6,21
"1950",3,1,2,2,4,1,4,1,5,1,3,3,4,1,1,1,2,4,1,1,3,1,1,1,2,85
"1951",3,1,4,2,4,2,2,3,2,2,4,4,2,4,2,3,1,3,1,1,1,1,1,2,1,62
"1952",3,3,3,3,2,2,1,5,2,3,1,1,2,3,3,4,3,1,1,1,2,1,3,1,NA,20
"1953",3,4,3,3,4,3,2,4,5,3,2,2,3,3,2,3,3,3,1,2,2,2,2,1,NA,64
